"","idx","script","speaker","time_from","time_to"
"651","540","샌프란시스코'",NA,"00:40:31,720","00:40:32,721"
"652","541","<i>샌프란시스코에서만</i> <i>5명이 살해됐으며...</i>",NA,"00:40:32,888","00:40:36,267"
"653","542","<i>스쿨버스를 탄 학생들을...</i>",NA,"00:40:36,434","00:40:38,686"
"654","543","<i>샌프란시스코 경찰은...</i>",NA,"00:40:38,853","00:40:40,938"
"655","544","<i>'롤링스톤스'의</i> <i>일요일 콘서트는...</i>",NA,"00:40:42,231","00:40:44,900"
"656","545","<i>조디악 킬러가</i>",NA,"00:40:45,067","00:40:47,069"
"657","546","<i>샌프란시스코 크로니클사에</i> <i>새 편지를 보냈습니다</i>",NA,"00:40:47,236","00:40:50,281"
"658","547","바짝 붙지 말라니까",NA,"00:40:50,739","00:40:53,325"
"659","548","물과 관계가 있을까요? ",NA,"00:40:53,492","00:40:56,328"
"660","548","뭐?",NA,"00:40:53,492","00:40:56,328"
"661","549","물 근처나 이름에 물이 들어간 데서만 살인을 저지르잖아요",NA,"00:40:56,495","00:40:59,790"
"662","550","그게 자네 이론이야? ",NA,"00:40:59,957","00:41:02,960"
"663","550","베리에사 호수, 블루락스프링스",NA,"00:40:59,957","00:41:02,960"
"664","551","허만 호수 ",NA,"00:41:03,127","00:41:05,379"
"665","551","워싱턴과 체리는?",NA,"00:41:03,127","00:41:05,379"
"666","552","아닐까요? ",NA,"00:41:07,465","00:41:10,092"
"667","552","아니야",NA,"00:41:07,465","00:41:10,092"
"668","553","레모니 슈나이더가 쓴",NA,"00:41:10,259","00:41:12,595"
"669","554","수사 기법 책에... ",NA,"00:41:12,761","00:41:14,388"
"670","554","""르모니""!",NA,"00:41:12,761","00:41:14,388"
"671","555","패턴이 있대요",NA,"00:41:14,555","00:41:15,931"
"672","556","이번 사건은 달라",NA,"00:41:16,098","00:41:19,268"
"673","557","왜요? ",NA,"00:41:19,435","00:41:21,729"
"674","557","범행 지역이 넷이야",NA,"00:41:19,435","00:41:21,729"
"675","558","솔라노, 벌레이오 베리에사, 그리고 여기",NA,"00:41:21,896","00:41:24,732"
"676","559","현장이나 편지에선 쓸 만한 지문 하나 안 나와?",NA,"00:41:24,899","00:41:28,652"
"677","560","왜 피 묻은 지문을 남겨뒀을까?",NA,"00:41:28,819","00:41:32,239"
"678","561","그 장갑이 놈의 것이라면",NA,"00:41:32,406","00:41:34,575"
"679","562","피살자를 쏘곤 장갑을 벗었다?",NA,"00:41:34,742","00:41:37,077"
"680","563","그러니까 범인 지문이 아니다?",NA,"00:41:37,244","00:41:38,245"
"681","564","중요한 건 그게 아니야 첫 번째 사건에선...",NA,"00:41:38,412","00:41:41,457"
"682","565","데이비드와 베티 ",NA,"00:41:41,624","00:41:44,210"
"683","565","둘 다 죽었지만",NA,"00:41:41,624","00:41:44,210"
"684","566","이후론 여자만 죽었어",NA,"00:41:44,376","00:41:46,712"
"685","567","의도적이군요 ",NA,"00:41:46,879","00:41:49,131"
"686","567","의도적이지",NA,"00:41:46,879","00:41:49,131"
"687","568","두 번 모두 여자는 죽고 남자만 살아났어",NA,"00:41:49,298","00:41:52,885"
"688","569","여자를 죽이느라 남자는 잊은 거지",NA,"00:41:53,052","00:41:56,180"
"689","570","그리고 전부 커플에 은밀한 데이트 중이었지",NA,"00:41:56,347","00:41:58,682"
"690","571","폴은 아니었어요 ",NA,"00:41:58,849","00:42:00,559"
"691","571","그래",NA,"00:41:58,849","00:42:00,559"
"692","572","독신 남성 택시 기사잖아요 앞뒤가 안 맞아요",NA,"00:42:00,726","00:42:02,895"
"693","573","그래",NA,"00:42:03,062","00:42:04,813"
"694","574","그렇다면 조디악은 왜 죽였을까?",NA,"00:42:05,272","00:42:07,900"
"695","575","패턴을 깨는 거야",NA,"00:42:10,402","00:42:12,530"
"696","576","네? <i>",NA,"00:42:22,122","00:42:24,250"
"697","576","조디악이란 자가</i>",NA,"00:42:22,122","00:42:24,250"
"698","577","<i>30분 전에</i> <i>오클랜드 경찰에 전화했어</i>",NA,"00:42:24,416","00:42:26,252"
"699","578","'2일 후 ",NA,"00:42:26,418","00:42:27,503"
"700","578","샌프란시스코'",NA,"00:42:26,418","00:42:27,503"
"701","579","<i>3시간 뒤에 짐 던바의</i> <i>아침 프로그램에 전화하겠대</i>",NA,"00:42:27,670","00:42:30,047"
"702","580","TV 방송국에? <i>",NA,"00:42:30,256","00:42:32,758"
"703","580","멜빈 벨라이와 통화하고 싶대</i>",NA,"00:42:30,256","00:42:32,758"
"704","581","좋아, 멜빈을 깨우러 가자",NA,"00:42:32,925","00:42:35,386"
"705","582","동물 크래커 있어?",NA,"00:42:37,930","00:42:39,348"
"706","583","안에 봐",NA,"00:42:39,515","00:42:41,100"
"707","584","이거 방탄 유리요?",NA,"00:42:41,267","00:42:42,893"
"708","585","네, 멜빈, 그러니까 누워 있을 필요 없어요",NA,"00:42:43,060","00:42:45,521"
"709","586","언제 어디서 저격할지 모르잖소",NA,"00:42:45,688","00:42:49,650"
"710","587","정말 괜찮겠어요? ",NA,"00:42:49,817","00:42:53,153"
"711","587","내 걱정은 마요",NA,"00:42:49,817","00:42:53,153"
"712","588","조명만 켜지면 멀쩡할 테니까",NA,"00:42:53,320","00:42:55,531"
"713","589","내 도움을 청했잖소",NA,"00:42:55,698","00:42:57,575"
"714","590","당신을 죽일까 봐 걱정하면서?",NA,"00:42:57,741","00:42:59,910"
"715","591","이게 뭐요, 쿠키?",NA,"00:43:00,077","00:43:03,372"
"716","592","맙소사 세차는 해요?",NA,"00:43:03,539","00:43:05,583"
"717","593","젠장, 방송국에서 알렸나 봐",NA,"00:43:05,749","00:43:10,087"
"718","594","<i>말을 계속 붙이고</i> <i>만나자고 해요</i>",NA,"00:43:19,054","00:43:21,807"
"719","595","가능하다면 장소는 차이나타운 성 마리아 성당으로",NA,"00:43:21,974","00:43:25,894"
"720","596","전화 추적할 건가요?",NA,"00:43:26,061","00:43:27,479"
"721","597","최소한 15분을 끌어야 해요",NA,"00:43:27,646","00:43:30,441"
"722","598","우리한테 맡겨둬요",NA,"00:43:30,608","00:43:33,485"
"723","599","방송 15초 전, 세트 정돈",NA,"00:43:35,487","00:43:39,158"
"724","600","자, 이 술주정뱅이야",NA,"00:43:44,038","00:43:47,124"
"725","601","<i>잠시 정규 방송을</i> <i>중단하겠습니다</i>",NA,"00:43:47,291","00:43:49,793"
"726","602","<i>오늘 특집 방송에서는</i> <i>조디악 킬러의 요청으로</i>",NA,"00:43:49,960","00:43:54,214"
"727","603","<i>멜빈 변호사를</i> <i>모셨습니다</i>",NA,"00:43:54,381","00:43:57,426"
"728","604","마저 먹고 그릇 치워",NA,"00:43:57,593","00:43:59,595"
"729","605","<i>이제 전화를 기다리는</i> <i>일만 남았군요</i>",NA,"00:44:02,765","00:44:05,934"
"730","606","<i>",NA,"00:44:06,101","00:44:09,063"
"731","606","범인이 도움을 청했죠</i> <i>",NA,"00:44:06,101","00:44:09,063"
"732","606","그렇습니다</i>",NA,"00:44:06,101","00:44:09,063"
"733","607","<i>시청자들께선 전화를 삼가시기 바랍니다</i> <i>조디악 킬러가 전화할 수 있게요</i>",NA,"00:44:09,271","00:44:14,735"
"734","608","'스타 트랙'을 봤는데 멋지게 나왔더군요",NA,"00:44:22,910","00:44:25,454"
"735","609","종영돼서 유감이에요 좋은 사람들이었는데",NA,"00:44:25,621","00:44:29,958"
"736","610","전업 배우가 될까도 생각해봤었죠",NA,"00:44:30,125","00:44:33,128"
"737","611","맡았던 배역 이름이? ",NA,"00:44:33,754","00:44:35,756"
"738","611","고르간",NA,"00:44:33,754","00:44:35,756"
"739","612","그렇군요",NA,"00:44:35,923","00:44:38,050"
"740","613","녹음 시작해 ",NA,"00:44:39,051","00:44:43,347"
"741","613","짐, 전화 왔어요, 생중계합니다",NA,"00:44:39,051","00:44:43,347"
"742","614","여보세요?",NA,"00:44:44,890","00:44:46,642"
"743","615","여보세요? 멜빈 벨라이요",NA,"00:44:49,645","00:44:52,439"
"744","616","누구시죠?",NA,"00:44:53,023","00:44:54,983"
"745","617","<i>난 조디악이다</i>",NA,"00:44:55,150","00:44:58,362"
"746","618","그 이름 말고 딴 이름은 없어요?",NA,"00:45:00,656","00:45:04,743"
"747","619","<i>샘</i>",NA,"00:45:06,495","00:45:07,830"
"748","620","샘 <i>",NA,"00:45:07,996","00:45:10,165"
"749","620","그래요</i>",NA,"00:45:07,996","00:45:10,165"
"750","621","샘, 병원 치료가 필요한가요?",NA,"00:45:10,332","00:45:13,752"
"751","622","<i>몸은 아프지만</i> <i>정신은 멀쩡해</i>",NA,"00:45:13,919","00:45:15,754"
"752","623","건강이 안 좋아요?",NA,"00:45:15,921","00:45:18,132"
"753","624","<i>두통이 끔찍해</i>",NA,"00:45:18,298","00:45:20,008"
"754","625","두통요?",NA,"00:45:20,175","00:45:21,802"
"755","626","나도 두통 심했는데 척추 지압을 받고는 나았죠",NA,"00:45:21,969","00:45:25,597"
"756","627","내가 도와줄게요",NA,"00:45:26,181","00:45:28,475"
"757","628","샘?",NA,"00:45:30,352","00:45:31,687"
"758","629","전화 추적을 눈치챈 거야",NA,"00:45:33,730","00:45:35,482"
"759","630","<i>샘, 전화를</i> <i>추적하진 않아요</i>",NA,"00:45:39,695","00:45:43,198"
"760","631","<i>이렇게 짧은 통화는</i> <i>추적하기 힘들거든요</i>",NA,"00:45:43,365","00:45:48,370"
"761","632","샘?",NA,"00:45:53,625","00:45:55,169"
"762","633","추적하지 않는다고 약속할게요",NA,"00:45:57,004","00:46:00,507"
"763","634","<i>좋아</i>",NA,"00:46:01,008","00:46:02,259"
"764","635","<i>뭐가 문제인지</i> <i>나한테 말해봐요</i>",NA,"00:46:02,426","00:46:05,971"
"765","636","<i>가스실에서 죽긴 싫어</i> <i>사람을 죽이면 두통이 사라져</i>",NA,"00:46:06,138","00:46:10,434"
"766","637","미친놈!",NA,"00:46:10,601","00:46:11,977"
"767","638","<i>살고 싶죠?</i> <i>지금이 기회예요</i>",NA,"00:46:12,144","00:46:15,063"
"768","639","<i>언제부터</i> <i>머리가 아팠죠?</i>",NA,"00:46:15,230","00:46:17,065"
"769","640","<i>꼬마를 죽인 후부터</i>",NA,"00:46:17,232","00:46:19,735"
"770","641","<i>",NA,"00:46:20,652","00:46:22,738"
"771","641","난 죽기 싫어</i> ",NA,"00:46:20,652","00:46:22,738"
"772","641","왜 전화했어?",NA,"00:46:20,652","00:46:22,738"
"773","642","잠깐만",NA,"00:46:22,905","00:46:24,239"
"774","643","<i>나한테 얘기하면 안 죽어요</i>",NA,"00:46:24,406","00:46:26,450"
"775","644","가스실 갈 일도 없고요",NA,"00:46:26,617","00:46:28,911"
"776","645","당신을 사형시키진 않을 거예요",NA,"00:46:29,077","00:46:31,747"
"777","646","검사한테 요청할게요 그렇게 해줄까요?",NA,"00:46:31,914","00:46:35,876"
"778","647","내가 검사 만나서 얘기해볼까요?",NA,"00:46:36,043","00:46:39,254"
"779","648","무슨 소리였죠?",NA,"00:46:42,883","00:46:44,384"
"780","649","<i>난 아무 말 안 했어</i>",NA,"00:46:45,594","00:46:47,221"
"781","650","<i>비명이 들렸어요</i>",NA,"00:46:47,387","00:46:49,973"
"782","651","<i>내 두통이었어</i>",NA,"00:46:50,557","00:46:53,185"
"783","652","고통이 아주 심한 것 같네요",NA,"00:46:53,352","00:46:57,105"
"784","653","<i>머리가 아파</i> <i>난 아프다고</i>",NA,"00:46:57,272","00:47:01,109"
"785","654","<i>죽여버리겠어</i>",NA,"00:47:01,944","00:47:03,111"
"786","655","<i>애들을 죽일 거야!</i>",NA,"00:47:04,196","00:47:06,406"
"787","656","죽이는군",NA,"00:47:06,573","00:47:08,700"
"788","657","<i>샘?</i>",NA,"00:47:10,827","00:47:12,246"
"789","658","<i>만나서 얘기합시다</i> <i>나랑 단둘이</i>",NA,"00:47:13,789","00:47:16,291"
"790","659","<i>좋아</i>",NA,"00:47:17,084","00:47:18,085"
"791","660","차이나타운에 있는 성마리아 성당 어때요?",NA,"00:47:18,252","00:47:20,712"
"792","661","<i>아니, 델리시티에 있는</i> <i>중고품 할인점 앞 10시 반</i>",NA,"00:47:20,879","00:47:26,051"
"793","662","거기서 봅시다",NA,"00:47:26,218","00:47:28,345"
"794","663","꼭 나와요, 샘",NA,"00:47:29,721","00:47:31,723"
"795","664","이런! 이렇게 들이닥치면 누가 나오겠소?",NA,"00:47:55,998","00:48:01,003"
"796","665","<i>가스실에서 죽긴 싫어</i> <i>사람을 죽이면 두통이 사라져</i>",NA,"00:48:05,007","00:48:10,262"
"797","666","저 사람이 아녜요",NA,"00:48:10,429","00:48:12,764"
"798","667","목소리 톤이 높고 너무 어려요",NA,"00:48:12,931","00:48:15,851"
"799","668","와줘서 고마워요, 브라이언",NA,"00:48:16,018","00:48:18,520"
"800","669","괜찮아요",NA,"00:48:19,688","00:48:21,857"
"801","670","추적을 중단했어 정신병원에서 걸려온 전화였어",NA,"00:48:27,738","00:48:31,992"
"802","671","오클랜드 경찰국 전화 교환원은 놈의 목소리가 더 저음이었대",NA,"00:48:32,159","00:48:36,538"
"803","672","놈이었을지도 몰라",NA,"00:48:36,705","00:48:41,001"
"804","673","""노예를 수집하는 방법을 바꾸겠다""",NA,"00:48:47,132","00:48:49,551"
"805","674","'2주 반 후 ",NA,"00:48:49,718","00:48:51,053"
"806","674","샌프란시스코'",NA,"00:48:49,718","00:48:51,053"
"807","675","""앞으론 내 짓인지 알려주지 않겠다""",NA,"00:48:51,219","00:48:54,056"
"808","676","""단순 강도나 분노에 의한 범죄""",NA,"00:48:54,222","00:48:57,267"
"809","677","""사고처럼 보일 거다""",NA,"00:48:57,434","00:49:00,187"
"810","678","""경찰은 날 못 잡는다 난 영리하니까""",NA,"00:49:00,354","00:49:03,774"
"811","679","""몽타주의 내 모습은 살인할 때만 그렇지""",NA,"00:49:03,940","00:49:07,653"
"812","680","""평상시엔 완전히 다르게 보인다""",NA,"00:49:07,819","00:49:10,614"
"813","681","""어떤 위장술을 쓰는지는 알려주지 않겠다""",NA,"00:49:10,781","00:49:15,661"
"814","682","""경찰 주장과 달리""",NA,"00:49:15,827","00:49:18,580"
"815","683","""난 지문을 남기지 않았다""",NA,"00:49:18,747","00:49:21,166"
"816","684","""내 손가락 끝에는""",NA,"00:49:21,333","00:49:24,503"
"817","685","""항공기 접착제가 두 겹 발라져 있다""",NA,"00:49:24,670","00:49:29,257"
"818","686","""경찰 놀리는 건 재밌지 난 공원에 있었다""",NA,"00:49:29,424","00:49:33,553"
"819","687","""경찰차 소릴 숨기려고 소방차를 이용했더군""",NA,"00:49:33,720","00:49:39,267"
"820","688","""잔꾀가 들통나니까 약 오르지 않나?""",NA,"00:49:39,434","00:49:43,105"
"821","689","""내가 정말 스쿨버스를 노렸다고 생각했다면""",NA,"00:49:43,897","00:49:47,275"
"822","690","""당신네 짭새들은 참 멍청한 거야""",NA,"00:49:47,442","00:49:51,196"
"823","691","이걸 읽어봐요",NA,"00:49:52,739","00:49:54,950"
"824","692","""질산암모늄 비료 1포대""",NA,"00:49:57,619","00:49:59,788"
"825","693","""석유 3.8L 그리고 자갈을 위에다...""",NA,"00:49:59,955","00:50:04,126"
"826","694","폭탄이야",NA,"00:50:04,292","00:50:05,752"
"827","695","군에 전화해서",NA,"00:50:05,919","00:50:07,170"
"828","696","이게 가능한지 알아봐",NA,"00:50:07,337","00:50:10,173"
"829","697","또 다른 암호야",NA,"00:50:10,799","00:50:12,467"
"830","698","언제 왔죠? ",NA,"00:50:14,469","00:50:17,180"
"831","698","오늘 아침에요",NA,"00:50:14,469","00:50:17,180"
"832","699","신문에 낼 겁니까? ",NA,"00:50:17,347","00:50:19,474"
"833","699","로버트?",NA,"00:50:17,347","00:50:19,474"
"834","700","한잔하자고",NA,"00:50:21,309","00:50:23,186"
"835","701","고마워요",NA,"00:50:27,399","00:50:28,984"
"836","702","자네 얘길 좀 해봐 결혼했나?",NA,"00:50:30,652","00:50:33,947"
"837","703","이혼했어요 애는 둘이고요",NA,"00:50:34,114","00:50:37,284"
"838","704","여가엔 뭘 해?",NA,"00:50:37,659","00:50:39,494"
"839","705","책 읽길 좋아해요",NA,"00:50:40,871","00:50:42,873"
"840","706","독서를 즐기죠 ",NA,"00:50:43,373","00:50:45,459"
"841","706","같은 거잖아",NA,"00:50:43,373","00:50:45,459"
"842","707","왜 내 휴지통을 뒤졌어?",NA,"00:50:45,625","00:50:48,211"
"843","708","그건 나중에 얘기하고",NA,"00:50:51,339","00:50:53,175"
"844","709","다른 암호 보낼 거 어떻게 알았지? ",NA,"00:50:53,967","00:50:56,636"
"845","709","추측했어요",NA,"00:50:53,967","00:50:56,636"
"846","710","추측? ",NA,"00:50:57,262","00:50:59,598"
"847","710","처음 건 너무 쉬워서",NA,"00:50:57,262","00:50:59,598"
"848","711","궁금해 죽겠는데",NA,"00:50:59,765","00:51:01,933"
"849","712","뭘 마시는 거야?",NA,"00:51:02,100","00:51:03,727"
"850","713","'아쿠아 벨바'",NA,"00:51:03,894","00:51:05,771"
"851","714","보기보단 맛이 기막혀요",NA,"00:51:05,937","00:51:08,023"
"852","715","누가 암호를 풀었죠?",NA,"00:51:18,366","00:51:20,535"
"853","716","퍼즐 좋아하는 부부예요 무슨 뜻일까요?",NA,"00:51:21,536","00:51:25,540"
"854","717","전문가가 아니군 ",NA,"00:51:26,166","00:51:29,127"
"855","717","보이스카우트가 쓰는 것 같은",NA,"00:51:26,166","00:51:29,127"
"856","718","암호를 조합한 거죠",NA,"00:51:29,294","00:51:31,546"
"857","719","A=1, B=2... ",NA,"00:51:31,713","00:51:35,300"
"858","719","난 보이스카우트 아니었어",NA,"00:51:31,713","00:51:35,300"
"859","720","그리 어렵지 않아요 조금만 알면요",NA,"00:51:35,467","00:51:38,386"
"860","721","첫 번째 암호는... ",NA,"00:51:38,553","00:51:41,556"
"861","721","그걸 가지고 다녀?",NA,"00:51:38,553","00:51:41,556"
"862","722","왜요? ",NA,"00:51:41,723","00:51:44,226"
"863","722","아니야",NA,"00:51:41,723","00:51:44,226"
"864","723","영어에서 가장 흔한 이중 자음이 뭐죠?",NA,"00:51:44,392","00:51:47,395"
"865","724","자음? ",NA,"00:51:48,063","00:51:49,439"
"866","724","LL이에요",NA,"00:51:48,063","00:51:49,439"
"867","725","LL이지 ",NA,"00:51:49,606","00:51:51,441"
"868","725","범인이 적어도",NA,"00:51:49,606","00:51:51,441"
"869","726","한 번은 쓸 만한 단어가 뭐겠어요? ",NA,"00:51:51,608","00:51:55,570"
"870","726","KILL",NA,"00:51:51,608","00:51:55,570"
"871","727","그래서 그 부부는 여기, 여기, 여기서",NA,"00:51:55,737","00:51:59,324"
"872","728","앞에 똑같은 기호가 있는 이중 기호를 찾은 거예요",NA,"00:51:59,491","00:52:01,618"
"873","729","이제 LL 끝나는 4글자 단어를 찾았으니",NA,"00:52:01,785","00:52:05,789"
"874","730","그걸 'KILL'로 보고... ",NA,"00:52:05,956","00:52:09,125"
"875","730","K와 I를 찾으면",NA,"00:52:05,956","00:52:09,125"
"876","731","그다음부턴 쉽죠",NA,"00:52:09,292","00:52:10,627"
"877","732","그렇지만 어떻게 그걸로 전체 암호를 풀어?",NA,"00:52:10,794","00:52:14,297"
"878","733","제가 그랬듯이 도서관에 가야죠",NA,"00:52:14,464","00:52:17,843"
"879","734","이 책엔",NA,"00:52:20,512","00:52:22,514"
"880","735","서문에 아주 간단한 암호가 실려 있어요",NA,"00:52:22,681","00:52:26,601"
"881","736","26개 상징 중 8개가 편지에 들어있죠",NA,"00:52:26,768","00:52:29,688"
"882","737","하지만 글자가 아니라 중세 시대 기호잖아",NA,"00:52:29,855","00:52:32,691"
"883","738","나도 그렇게 생각했어요",NA,"00:52:32,858","00:52:35,026"
"884","739","중세에 쓰인 코드를 찾았죠 이름이 뭔지 알아요?",NA,"00:52:36,111","00:52:39,823"
"885","740","조디악 알파벳",NA,"00:52:39,990","00:52:41,741"
"886","741","맙소사",NA,"00:52:43,660","00:52:45,370"
"887","742","원하는 게 뭐야? ",NA,"00:52:46,246","00:52:48,456"
"888","742","네?",NA,"00:52:46,246","00:52:48,456"
"889","743","의도가 뭐냐고? 이득 보는 게 없잖아",NA,"00:52:48,623","00:52:52,294"
"890","744","이득을 보다뇨?",NA,"00:52:55,130","00:52:57,090"
"891","745","그만 자",NA,"00:53:00,010","00:53:02,304"
"892","746","금방 올라갈게 전화 좀 하고",NA,"00:53:02,470","00:53:05,515"
"893","747","<i>",NA,"00:53:17,652","00:53:19,821"
"894","747","여보세요?</i> ",NA,"00:53:17,652","00:53:19,821"
"895","747","빌?",NA,"00:53:17,652","00:53:19,821"
"896","748","캘리포니아 집들은 지하실이 별로 없어",NA,"00:53:19,988","00:53:22,324"
"897","749","<i>""나중에 쓸 지하실""</i>",NA,"00:53:22,490","00:53:23,950"
"898","750","그래",NA,"00:53:24,367","00:53:25,994"
"899","751","<i>벌레이오랑 나파에 알아볼게</i> <i>눈 좀 붙여</i>",NA,"00:53:26,161","00:53:30,832"
"900","752","그래",NA,"00:53:30,999","00:53:32,834"
"901","753","'1달 반 후 ",NA,"00:53:41,718","00:53:44,971"
"902","753","샌프란시스코'",NA,"00:53:41,718","00:53:44,971"
"903","754","<i>""멜빈에게, 난 조디악이다""</i>",NA,"00:53:45,138","00:53:47,515"
"904","755","<i>""즐거운 성탄절</i> <i>보내기를""</i>",NA,"00:53:48,099","00:53:50,185"
"905","756","<i>""당신한테 부탁이 있다</i> <i>날 도와줘""</i>",NA,"00:53:50,352","00:53:53,855"
"906","757","""도움을 받고 싶어도 그럴 수가 없어""",NA,"00:53:54,022","00:53:57,567"
"907","758","고맙소",NA,"00:53:57,734","00:53:58,735"
"908","759","""참는 게 너무 힘들어""",NA,"00:53:58,902","00:54:02,197"
"909","760","""조만간 아홉 번째 희생자를 찾을 거야""",NA,"00:54:02,364","00:54:05,909"
"910","761","""열 번째도""",NA,"00:54:06,076","00:54:07,744"
"911","762","멜빈, 당신 도움을 원하고 있어요",NA,"00:54:07,911","00:54:10,080"
"912","763","그래요, 이 편지를 집으로 보내왔어요",NA,"00:54:10,246","00:54:15,001"
"913","764","자기를 도와달라는 개인적 부탁이죠",NA,"00:54:15,168","00:54:18,129"
"914","765","그런데 신문사에 알리셨군요",NA,"00:54:18,296","00:54:20,548"
"915","766","모두 알 권리가 있잖소",NA,"00:54:20,715","00:54:23,635"
"916","767","언제 왔죠? ",NA,"00:54:23,802","00:54:26,805"
"917","767","지난주 중반에",NA,"00:54:23,802","00:54:26,805"
"918","768","내게 편지를 쓴 건",NA,"00:54:26,972","00:54:29,099"
"919","769","방송으로나 여기로 전화해도 통화가 안 돼서요",NA,"00:54:29,265","00:54:31,935"
"920","770","전화가 왔었어요? ",NA,"00:54:32,102","00:54:34,562"
"921","770","여러 번",NA,"00:54:32,102","00:54:34,562"
"922","771","가정부가 받았는데",NA,"00:54:34,729","00:54:36,898"
"923","772","번호는 안 남겼소 ",NA,"00:54:37,065","00:54:39,234"
"924","772","그랬겠죠",NA,"00:54:37,065","00:54:39,234"
"925","773","가정부한테 물어봐도 될까요? ",NA,"00:54:39,401","00:54:41,569"
"926","773","물론",NA,"00:54:39,401","00:54:41,569"
"927","774","하지만 중요한 건 편지요",NA,"00:54:41,736","00:54:44,072"
"928","775","금방 올게",NA,"00:54:44,239","00:54:46,157"
"929","776","이쪽이에요 ",NA,"00:54:46,324","00:54:49,119"
"930","776","토스키 형사",NA,"00:54:46,324","00:54:49,119"
"931","777","이건 그자 영혼의 유리창이오",NA,"00:54:49,285","00:54:52,664"
"932","778","살인해야만 한다는",NA,"00:54:52,831","00:54:54,582"
"933","779","충동에 잡혀있죠 살인이 천성이오",NA,"00:54:54,749","00:54:58,461"
"934","780","어쩌면 아니면 관심을 받고 싶거나!",NA,"00:54:58,628","00:55:01,548"
"935","781","'2달 반 후 ",NA,"00:55:04,259","00:55:08,221"
"936","781","캘리포니아, 머데스토 인근 132번 국도'",NA,"00:55:04,259","00:55:08,221"
"937","782","'1970년 3월 22일'",NA,"00:55:08,388","00:55:10,015"
"938","783","놀랐다면 미안해요 당신 차 오른쪽 뒷바퀴가 느슨해서요",NA,"00:55:45,133","00:55:51,014"
"939","784","그래요? ",NA,"00:55:51,181","00:55:52,849"
"940","784","내가",NA,"00:55:51,181","00:55:52,849"
"941","785","단단히 조여줄게요",NA,"00:55:53,016","00:55:55,477"
"942","786","그럼 고맙죠 ",NA,"00:55:58,063","00:56:02,150"
"943","786","항상 조심해야죠",NA,"00:55:58,063","00:56:02,150"
"944","787","됐어요 ",NA,"00:56:36,267","00:56:39,062"
"945","787","고마워요",NA,"00:56:36,267","00:56:39,062"
"946","788","뭘요 잘 가요",NA,"00:56:39,229","00:56:41,940"
"947","789","괜찮아",NA,"00:56:46,069","00:56:47,695"
"948","790","괜찮아요?",NA,"00:57:41,583","00:57:43,126"
"949","791","네, 괜찮아요",NA,"00:57:44,794","00:57:47,088"
"950","792","생각보다 상태가 심했나 보군요 휴게소까지 태워다 줄게요",NA,"00:57:48,131","00:57:52,552"
"951","793","네",NA,"00:57:55,930","00:57:57,265"
"952","794","아기가 있는 줄 몰랐네요",NA,"00:58:13,031","00:58:16,242"
"953","795","상관없죠?",NA,"00:58:16,868","00:58:18,912"
"954","796","많을수록 좋지",NA,"00:58:19,954","00:58:21,998"
"955","797","담배 피우면 쓰나 건강에 안 좋아",NA,"00:58:31,549","00:58:34,302"
"956","798","주유소 지나쳤어요",NA,"00:58:40,642","00:58:43,144"
"957","799","닫혔어",NA,"00:58:43,311","00:58:45,313"
"958","800","늘 밤에 사람들을 잘 도와주세요?",NA,"00:58:49,484","00:58:52,654"
"959","801","내가 일을 마치면 도움이 필요하지 않지",NA,"00:58:52,820","00:58:55,949"
"960","802","괜찮아",NA,"00:58:59,160","00:59:00,578"
"961","803","널 죽이기 전에",NA,"00:59:00,745","00:59:02,956"
"962","804","아기는 창밖으로 던지지",NA,"00:59:03,122","00:59:05,750"
"963","805","길가에서 차 세우라고",NA,"00:59:29,524","00:59:31,025"
"964","806","손을 흔들었어요 ",NA,"00:59:31,192","00:59:32,902"
"965","806","어떻게 된 거죠?",NA,"00:59:31,192","00:59:32,902"
"966","807","차에서 뛰어내렸대요",NA,"00:59:33,069","00:59:36,030"
"967","808","왜 그래요? ",NA,"00:59:36,197","00:59:39,200"
"968","808","그 사람이...",NA,"00:59:36,197","00:59:39,200"
"969","809","괜찮아요 ",NA,"00:59:39,367","00:59:41,411"
"970","809","날 죽이려고 했어요",NA,"00:59:39,367","00:59:41,411"
"971","810","내 아기! ",NA,"00:59:42,120","00:59:44,747"
"972","810","아기 어딨어요?",NA,"00:59:42,120","00:59:44,747"
"973","811","난 못 봤어요",NA,"00:59:44,914","00:59:47,083"
"974","812","아기 어딨어요?",NA,"00:59:47,250","00:59:48,918"
"975","813","맙소사",NA,"00:59:55,300","00:59:56,968"
"976","814","숨겨놨어요? ",NA,"01:00:04,350","01:00:07,353"
"977","814","그가 돌아올까 봐서요",NA,"01:00:04,350","01:00:07,353"
"978","815","'머데스토 신문'",NA,"01:00:15,194","01:00:16,863"
"979","816","'조디악 킬러에게 붙잡혔던 여성'",NA,"01:00:17,739","01:00:20,283"
"980","817","<i>""조디악이다""</i>",NA,"01:00:21,659","01:00:23,077"
"981","818","'30일 후 ",NA,"01:00:23,202","01:00:24,245"
"982","818","샌프란시스코'",NA,"01:00:23,202","01:00:24,245"
"983","819","<i>""지난번에 보낸</i> <i>암호는 풀었나?""</i>",NA,"01:00:24,412","01:00:26,748"
"984","820","<i>""내게 걸린 현상금이</i> <i>얼만지 궁금하군""</i>",NA,"01:00:26,914","01:00:30,084"
